server,port,short_name
captiveportal-login.tegna.com,443,captiveportal-login
captiveportal.tegna.com,443,captiveportal
cbs19.tv,443,cbs19.tv
cbs8.com,443,cbs8.com
cmch-ntxcl01.tgna.tegna.com,443,cmch-ntxcl01
consul.scenesense.tgna.tegna.com,443,consul.scenesense
consul.tgna.tegna.com,443,consul
dailyblastlive.com,443,dailyblastlive.com
dev-bomgar.tegna.com,443,dev-bomgar
dev.lockedonapps.com,443,dev.lockedonapps.com
dfw-clrpass01.tgna.tegna.com,443,dfw-clrpass01
dfw-clrpass02.tgna.tegna.com,443,dfw-clrpass02
dfw-cmchntxcl01.tgna.tegna.com,443,dfw-cmchntxcl01
dfw-lrsprt01.tgna.tegna.com,443,dfw-lrsprt01
dfw-mproxcon01.tgna.tegna.com,443,dfw-mproxcon01
dfw-netmri01.tgna.tegna.com,443,dfw-netmri01
dfw-ntxcl03.tgna.tegna.com,443,dfw-ntxcl03
dfw-ntxcl04.tgna.tegna.com,443,dfw-ntxcl04
dfw-prims03.tgna.tegna.com,443,dfw-prims03
dfw-prism03.tgna.tegna.com,443,dfw-prism03
dr-bomgar.tegna.com,443,dr-bomgar
dr-help.tegna.com,443,dr-help
drfiles.tegna.com,443,drfiles
drftp.tegna.com,443,drftp
dv-salesapps.tgna.tegna.com,443,dv-salesapps
dv-woa.tgna.tegna.com,443,dv-woa
EIT-BCOASIS01.tgna.tegna.com,443,EIT-BCOASIS01
eit-drexhyb01.tgna.tegna.com,443,eit-drexhyb01
eit-drexhyb02.tgna.tegna.com,443,eit-drexhyb02
eit-drise01-pd.tegna.com,443,eit-drise01-pd
eit-drise02-pd.tegna.com,443,eit-drise02-pd
eit-drntxcl01.tgna.tegna.com,443,eit-drntxcl01
eit-drsmpan01.tgna.tegna.com,443,eit-drsmpan01
eit-hqpan01.tgna.tegna.com,443,eit-hqpan01
eit-priadap01-pd.tgna.tegna.com,443,eit-priadap01-pd
eit-priadmgr01.tgna.tegna.com,443,eit-priadmgr01
eit-priexap01.tgna.tegna.com,443,eit-priexap01
eit-priexhyb01.tgna.tegna.com,443,eit-priexhyb01
eit-priexhyb02.tgna.tegna.com,443,eit-priexhyb02
eit-priipam01.tgna.tegna.com,443,eit-priipam01
eit-priise01-pd.tegna.com,443,eit-priise01-pd
eit-priise02-pd.tegna.com,443,eit-priise02-pd
eit-prijwutil01.tgna.tegna.com,443,eit-prijwutil01
eit-printxcl01.tgna.tegna.com,443,eit-printxcl01
eit-printxcl02.tgna.tegna.com,443,eit-printxcl02
eit-priprtg04.tgna.tegna.com,443,eit-priprtg04
eit-prirdsbr01.tgna.tegna.com,443,eit-prirdsbr01
eit-prismpan01.tgna.tegna.com,443,eit-prismpan01
expired.badssl.com,443,BadSSL-Expired
files.tegna.com,443,files
firstcoastnews.com,443,firstcoastnews.com
fox11az.com,443,fox11az.com
fox43.com,443,fox43.com
fox61.com,443,fox61.com
ftp.tegna.com,443,ftp
ftp2.tegna.com,443,ftp2
grafana.scenesense.tgna.tegna.com,443,grafana.scenesense
grafana.tgna.tegna.com,443,grafana
help.tegna.com,443,help
hqapps1,443,hqapps1
hqstaging.tgna.tegna.com,443,hqstaging
hqstaging2.tgna.tegna.com,443,hqstaging2
iad-clrpass01.tgna.tegna.com,443,iad-clrpass01
iad-clrpass02.tgna.tegna.com,443,iad-clrpass02
iad-cmchntxcl01.tgna.tegna.com,443,iad-cmchntxcl01
iad-lrsprt01.tgna.tegna.com,443,iad-lrsprt01
iad-ntxcl03.tgna.tegna.com,443,iad-ntxcl03
iad-ntxcl04.tgna.tegna.com,443,iad-ntxcl04
iad-prims03.tgna.tegna.com,443,iad-prims03
iad-prism03.tgna.tegna.com,443,iad-prism03
iad-sweb01.tgna.tegna.com,443,iad-sweb01
insnow.tgna.tegna.com,443,insnow
ipam.tgna.tegna.com,443,ipam
ise-posture.tegna.com,443,ise-posture
kagstv.com,443,kagstv.com
kare-bcencode01.tgna.tegna.com,443,kare-bcencode01
kare-bcencode02.tgna.tegna.com,443,kare-bcencode02
kare-bcencode03.tgna.tegna.com,443,kare-bcencode03
kare-bces01.tgna.tegna.com,443,kare-bces01
kare-bcoasis01-ra.tgna.tegna.com,443,kare-bcoasis01-ra
kare-bcoasis31.tgna.tegna.com,443,kare-bcoasis31
KARE-BCOASIS31.tgna.tegna.com,443,KARE-BCOASIS31
kare-bcplay02.tgna.tegna.com,443,kare-bcplay02
kare-mediaproxy.tgna.tegna.com,443,kare-mediaproxy
kare-ntxcl01.tgna.tegna.com,443,kare-ntxcl01
kare11.com,443,kare11.com
kbmt-bccs01.tgna.tegna.com,443,kbmt-bccs01
kbmt-enpsmobile.tgna.tegna.com,443,kbmt-enpsmobile
kbmt-mediaproxy.tgna.tegna.com,443,kbmt-mediaproxy
kcen-bccs01.tgna.tegna.com,443,kcen-bccs01
kcen-bcenc01.tgna.tegna.com,443,kcen-bcenc01
kcen-bcoasis01.tgna.tegna.com,443,kcen-bcoasis01
KCEN-BCOASIS01.tgna.tegna.com,443,KCEN-BCOASIS01
kcen-bcpta02.tgna.tegna.com,443,kcen-bcpta02
kcen-mediaproxy.tgna.tegna.com,443,kcen-mediaproxy
kcen-ntxcl01.tgna.tegna.com,443,kcen-ntxcl01
kcentv.com,443,kcentv.com
keepmylocaltv.com,443,keepmylocaltv.com
kens-bces01.tgna.tegna.com,443,kens-bces01
kens-bces02.tgna.tegna.com,443,kens-bces02
kens-bcmpoint01.tgna.tegna.com,443,kens-bcmpoint01
kens-bcmpoint02.tgna.tegna.com,443,kens-bcmpoint02
kens-bcoasis01.tgna.tegna.com,443,kens-bcoasis01
KENS-BCOASIS01.tgna.tegna.com,443,KENS-BCOASIS01
kens-enpsweb2.tgna.tegna.com,443,kens-enpsweb2
kens-mediaproxy.tgna.tegna.com,443,kens-mediaproxy
kens-ntxcl01.tgna.tegna.com,443,kens-ntxcl01
kens5.com,443,kens5.com
kfmb-bces21.tgna.tegna.com,443,kfmb-bces21
kfmb-bcmpoint21.tgna.tegna.com,443,kfmb-bcmpoint21
kfmb-bcmpoint22.tgna.tegna.com,443,kfmb-bcmpoint22
KFMB-BCOASIS01.tgna.tegna.com,443,KFMB-BCOASIS01
kfmb-bcoasis21.tgna.tegna.com,443,kfmb-bcoasis21
KFMB-BCOASIS21.tgna.tegna.com,443,KFMB-BCOASIS21
kfmb-mediaproxy.tgna.tegna.com,443,kfmb-mediaproxy
kfmb-ntxcl01.tgna.tegna.com,443,kfmb-ntxcl01
kfsm-bccs01.tgna.tegna.com,443,kfsm-bccs01
kfsm-mp01.tgna.tegna.com,443,kfsm-mp01
kfsm-mp02.tgna.tegna.com,443,kfsm-mp02
kfsm-ntxcl01.tgna.tegna.com,443,kfsm-ntxcl01
kfsm-oasis01.tgna.tegna.com,443,kfsm-oasis01
KFSM-OASIS01.tgna.tegna.com,443,KFSM-OASIS01
kgw-bces01.tgna.tegna.com,443,kgw-bces01
kgw-bcmedia01.tgna.tegna.com,443,kgw-bcmedia01
kgw-bcmedia02.tgna.tegna.com,443,kgw-bcmedia02
kgw-bcoasis01.tgna.tegna.com,443,kgw-bcoasis01
KGW-BCOASIS01.tgna.tegna.com,443,KGW-BCOASIS01
kgw-bcplay01.tgna.tegna.com,443,kgw-bcplay01
kgw-bcrvr01.tgna.tegna.com,443,kgw-bcrvr01
kgw-enps-mobile.tgna.tegna.com,443,kgw-enps-mobile
kgw-mediaproxy.tgna.tegna.com,443,kgw-mediaproxy
kgw-ntxcl01.tgna.tegna.com,443,kgw-ntxcl01
kgw.com,443,kgw.com
khou-bccs01.tgna.tegna.com,443,khou-bccs01
khou-bcmp21.tgna.tegna.com,443,khou-bcmp21
khou-bcmp22.tgna.tegna.com,443,khou-bcmp22
khou-bcmp23.tgna.tegna.com,443,khou-bcmp23
KHOU-BCOASIS01.tgna.tegna.com,443,KHOU-BCOASIS01
khou-bcoasis02.tgna.tegna.com,443,khou-bcoasis02
KHOU-BCOASIS02.tgna.tegna.com,443,KHOU-BCOASIS02
KHOU-BCOASIS21.tgna.tegna.com,443,KHOU-BCOASIS21
khou-mediaproxy.tgna.tegna.com,443,khou-mediaproxy
khou-ntxcl01.tgna.tegna.com,443,khou-ntxcl01
khou.com,443,khou.com
kidy-bces01.tgna.tegna.com,443,kidy-bces01
kidy-bcmpoint01.tgna.tegna.com,443,kidy-bcmpoint01
kidy-bcoasis01.tgna.tegna.com,443,kidy-bcoasis01
KIDY-BCOASIS01.tgna.tegna.com,443,KIDY-BCOASIS01
kidy-mediaproxy.tgna.tegna.com,443,kidy-mediaproxy
kidy-ntxcl01.tgna.tegna.com,443,kidy-ntxcl01
kiii-bccs01.tgna.tegna.com,443,kiii-bccs01
kiii-bcmedia01.tgna.tegna.com,443,kiii-bcmedia01
kiii-media01.tgna.tegna.com,443,kiii-media01
kiii-mediaproxy.tgna.tegna.com,443,kiii-mediaproxy
kiiitv.com,443,kiiitv.com
king-bccs01.tgna.tegna.com,443,king-bccs01
king-enps-web.tgna.tegna.com,443,king-enps-web
king-mediaproxy.tgna.tegna.com,443,king-mediaproxy
king-mp01.tgna.tegna.com,443,king-mp01
king-mp02.tgna.tegna.com,443,king-mp02
king-mp03.tgna.tegna.com,443,king-mp03
king-mp04.tgna.tegna.com,443,king-mp04
king-ntxcl01.tgna.tegna.com,443,king-ntxcl01
king-oasis01.tgna.tegna.com,443,king-oasis01
KING-OASIS01.tgna.tegna.com,443,KING-OASIS01
king5.com,443,king5.com
kpnx-bccs01.tgna.tegna.com,443,kpnx-bccs01
kpnx-bcmpt01.tgna.tegna.com,443,kpnx-bcmpt01
kpnx-bcmpt02.tgna.tegna.com,443,kpnx-bcmpt02
KPNX-BCOASIS01.tgna.tegna.com,443,KPNX-BCOASIS01
KPNX-BCOASIS21.tgna.tegna.com,443,KPNX-BCOASIS21
kpnx-ntxcl01.tgna.tegna.com,443,kpnx-ntxcl01
kpnx-oasis01.tgna.tegna.com,443,kpnx-oasis01
KPNX-OASIS01.tgna.tegna.com,443,KPNX-OASIS01
krem-bces02.tgna.tegna.com,443,krem-bces02
krem-bcmedia01.tgna.tegna.com,443,krem-bcmedia01
krem-bcmedia02.tgna.tegna.com,443,krem-bcmedia02
krem-bcoasis02.tgna.tegna.com,443,krem-bcoasis02
KREM-BCOASIS02.tgna.tegna.com,443,KREM-BCOASIS02
krem-mediaproxy.tgna.tegna.com,443,krem-mediaproxy
krem-ntxcl01.tgna.tegna.com,443,krem-ntxcl01
krem.com,443,krem.com
ksdk-bccs01.tgna.tegna.com,443,ksdk-bccs01
ksdk-bcmpoint01.tgna.tegna.com,443,ksdk-bcmpoint01
ksdk-bcmpoint02.tgna.tegna.com,443,ksdk-bcmpoint02
ksdk-bcoasis01-ra.tgna.tegna.com,443,ksdk-bcoasis01-ra
KSDK-BCOASIS21.tgna.tegna.com,443,KSDK-BCOASIS21
ksdk-mediaproxy.tgna.tegna.com,443,ksdk-mediaproxy
ksdk-ntxcl01.tgna.tegna.com,443,ksdk-ntxcl01
ksdk-oasis01.tgna.tegna.com,443,ksdk-oasis01
KSDK-OASIS01.tgna.tegna.com,443,KSDK-OASIS01
ksdk.com,443,ksdk.com
kthv-bces01.tgna.tegna.com,443,kthv-bces01
kthv-bcmedia01.tgna.tegna.com,443,kthv-bcmedia01
kthv-bcoasis01-ra.tgna.tegna.com,443,kthv-bcoasis01-ra
kthv-bcoasis01.tgna.tegna.com,443,kthv-bcoasis01
KTHV-BCOASIS01.TGNA.TEGNA.COM,443,KTHV-BCOASIS01
kthv-eme001.tgna.tegna.com,443,kthv-eme001
kthv-enpsmob.tgna.tegna.com,443,kthv-enpsmob
kthv-mediaproxy.tgna.tegna.com,443,kthv-mediaproxy
kthv-ntxcl01.tgna.tegna.com,443,kthv-ntxcl01
kthv-pta002.tgna.tegna.com,443,kthv-pta002
ktvb-bccs01.tgna.tegna.com,443,ktvb-bccs01
ktvb-enpsweb.tgna.tegna.com,443,ktvb-enpsweb
ktvb-mediaproxy.tgna.tegna.com,443,ktvb-mediaproxy
ktvb-mp01.tgna.tegna.com,443,ktvb-mp01
ktvb-mp02.tgna.tegna.com,443,ktvb-mp02
ktvb-ntxcl01.tgna.tegna.com,443,ktvb-ntxcl01
ktvb-oas01.tgna.tegna.com,443,ktvb-oas01
ktvb.com,443,ktvb.com
kusa-bcencode01.tgna.tegna.com,443,kusa-bcencode01
kusa-bces01.tgna.tegna.com,443,kusa-bces01
kusa-bcmedia01.tgna.tegna.com,443,kusa-bcmedia01
KUSA-BCOASIS.tgna.tegna.com,443,KUSA-BCOASIS
kusa-bcoasis01.tgna.tegna.com,443,kusa-bcoasis01
KUSA-BCOASIS01.tgna.tegna.com,443,KUSA-BCOASIS01
kusa-bcplay02.tgna.tegna.com,443,kusa-bcplay02
kusa-mediaproxy.tgna.tegna.com,443,kusa-mediaproxy
kusa-ntxcl01.tgna.tegna.com,443,kusa-ntxcl01
kusa-oasis01,443,kusa-oasis01
kvue-bccs01.tgna.tegna.com,443,kvue-bccs01
kvue-bccs02.tgna.tegna.com,443,kvue-bccs02
kvue-mp01.tgna.tegna.com,443,kvue-mp01
kvue-mp02.tgna.tegna.com,443,kvue-mp02
kvue-ntxcl01.tgna.tegna.com,443,kvue-ntxcl01
kvue-oas01.tgna.tegna.com,443,kvue-oas01
kvue.com,443,kvue.com
kwes-con001.tgna.tegna.com,443,kwes-con001
kwes-media001.tgna.tegna.com,443,kwes-media001
kwes-ntxcl01.tgna.tegna.com,443,kwes-ntxcl01
kwes-oas001.tgna.tegna.com,443,kwes-oas001
KWES-OASIS-ILO.TGNA.TEGNA.COM,443,KWES-OASIS-ILO
kwes-pta002.tgna.tegna.com,443,kwes-pta002
kxtv-bces01.tgna.tegna.com,443,kxtv-bces01
kxtv-bcmedia01.tgna.tegna.com,443,kxtv-bcmedia01
kxtv-bcmedia02.tgna.tegna.com,443,kxtv-bcmedia02
kxtv-bcoasis01.tgna.tegna.com,443,kxtv-bcoasis01
KXTV-BCOASIS01.tgna.tegna.com,443,KXTV-BCOASIS01
kxtv-mediaproxy.tgna.tegna.com,443,kxtv-mediaproxy
kxtv-newskvm01.tgna.tegna.com,443,kxtv-newskvm01
kxtv-ntxcl01.tgna.tegna.com,443,kxtv-ntxcl01
kytx-bcoasis01.tgna.tegna.com,443,kytx-bcoasis01
KYTX-BCOASIS01.tgna.tegna.com,443,KYTX-BCOASIS01
kytx-mp21.tgna.tegna.com,443,kytx-mp21
kytx-ntxcl01.tgna.tegna.com,443,kytx-ntxcl01
littlemanlost.com,443,littlemanlost.com
localmemphis.com,443,localmemphis.com
lockedonapps.com,443,lockedonapps.com
marshallfiremap.com,443,marshallfiremap.com
metabase.scenesense.tgna.tegna.com,443,metabase.scenesense
metabase.tgna.tegna.com,443,metabase
myatltv.com,443,myatltv.com
myfoxzone.com,443,myfoxzone.com
newscentermaine.com,443,newscentermaine.com
newswest9.com,443,newswest9.com
nomad.scenesense.tgna.tegna.com,443,nomad.scenesense
nomad.tgna.tegna.com,443,nomad
pan.tgna.tegna.com,443,pan
panorama.tgna.tegna.com,443,panorama
portal.tegna.com,443,portal
premion.com,443,premion.com
premioniq.com,443,premioniq.com
premionx-ray.com,443,premionx-ray.com
prism.tgna.tegna.com,443,prism
prtghub.tgna.tegna.com,443,prtghub
qapps1.tgna.tegna.com,443,qapps1
rocketcitynow.com,443,rocketcitynow.com
salesapps.tgna.tegna.com,443,salesapps
scenesense.tgna.tegna.com,443,scenesense
securelogin.tegna.com,443,securelogin
selenapodcast.com,443,selenapodcast.com
snot.tgna.tegna.com,443,snot
spotcheck.tegna.com,443,spotcheck
tegna-media.com,443,tegna-media.com
tegna-tv.com,443,tegna-tv.com
tegna-vdi-0122.tgna.tegna.com,443,tegna-vdi-0122
tegna.com,443,tegna.com
tegnaapps.tgna.tegna.com,443,tegnaapps
tegnadigital.com,443,tegnadigital.com
tegnahq.tgna.tegna.com,443,tegnahq
tegnahq1.tgna.tegna.com,443,tegnahq1
tegnahq2.tgna.tegna.com,443,tegnahq2
tegnaone.com,443,tegnaone.com
test-main-fw01.tgna.tegna.com,443,test-main-fw01
test.lockedonapps.com,443,test.lockedonapps.com
test.tegna.com,443,test
tgna-lrs-audit.tgna.tegna.com,443,tgna-lrs-audit
tgna-lrs-gateway.tgna.tegna.com,443,tgna-lrs-gateway
tgna-mfp-print.tgna.tegna.com,443,tgna-mfp-print
tgna-mfp-scan.tgna.tegna.com,443,tgna-mfp-scan
tgna.tegna.com,443,tgna
thedailycrime.com,443,thedailycrime.com
thv11.com,443,thv11.com
ti.tegna.com,443,ti
tickets.tgna.tegna.com,443,tickets
trafficapps.tgna.tegna.com,443,trafficapps
tv.test.tgna.tegna.com,443,tv.test
tvan.test.tgna.tegna.com,443,tvan.test
tvan.tgna.tegna.com,443,tvan
vaultstudios.com,443,vaultstudios.com
vdi.portal.tegna.com,443,vdi.portal
vdi.tgna.tegna.com,443,vdi
vdidev.portal.tegna.com,443,vdidev.portal
verifythis.com,443,verifythis.com
vpn.tegna.com,443,vpn
vpntest.vpn.tegna.com,443,vpntest.vpn
vpntst.vpn.tegna.com,443,vpntst.vpn
waqd-ntxcl01,443,waqd-ntxcl01
watn-bcencode01.tgna.tegna.com,443,watn-bcencode01
watn-bcencode02.tgna.tegna.com,443,watn-bcencode02
watn-bces01.tgna.tegna.com,443,watn-bces01
watn-bcoasis01.tgna.tegna.com,443,watn-bcoasis01
WATN-BCOASIS01.tgna.tegna.com,443,WATN-BCOASIS01
watn-bcplay02.tgna.tegna.com,443,watn-bcplay02
watn-ntxcl01.tgna.tegna.com,443,watn-ntxcl01
wbir-bccs01.tgna.tegna.com,443,wbir-bccs01
wbir-bcencode03.tgna.tegna.com,443,wbir-bcencode03
wbir-bcoasis02.tgna.tegna.com,443,wbir-bcoasis02
WBIR-BCOASIS02.tgna.tegna.com,443,WBIR-BCOASIS02
wbir-ntxcl01.tgna.tegna.com,443,wbir-ntxcl01
wbir.com,443,wbir.com
wbns-bccs01.tgna.tegna.com,443,wbns-bccs01
wbns-bcmpoint01.tgna.tegna.com,443,wbns-bcmpoint01
wbns-bcmpoint02.tgna.tegna.com,443,wbns-bcmpoint02
wbns-bcoasis01.tgna.tegna.com,443,wbns-bcoasis01
WBNS-BCOASIS01.tgna.tegna.com,443,WBNS-BCOASIS01
wbns-mediaproxy.tgna.tegna.com,443,wbns-mediaproxy
wbns-ntxcl01.tgna.tegna.com,443,wbns-ntxcl01
wcnc-bccs01.tgna.tegna.com,443,wcnc-bccs01
wcnc-bcmp01.tgna.tegna.com,443,wcnc-bcmp01
wcnc-bcmp02.tgna.tegna.com,443,wcnc-bcmp02
wcnc-enpsweb.tgna.tegna.com,443,wcnc-enpsweb
wcnc-mediaproxy.tgna.tegna.com,443,wcnc-mediaproxy
wcnc-ntxcl01.tgna.tegna.com,443,wcnc-ntxcl01
wcnc-oas01.tgna.tegna.com,443,wcnc-oas01
wcnc.com,443,wcnc.com
wcsh-bces01.tgna.tegna.com,443,wcsh-bces01
wcsh-bcmedia01.tgna.tegna.com,443,wcsh-bcmedia01
wcsh-bcmedia02.tgna.tegna.com,443,wcsh-bcmedia02
wcsh-bcoasis01.tgna.tegna.com,443,wcsh-bcoasis01
WCSH-BCOASIS01.tgna.tegna.com,443,WCSH-BCOASIS01
wcsh-enpsm01.tgna.tegna.com,443,wcsh-enpsm01
wcsh-mediaproxy.tgna.tegna.com,443,wcsh-mediaproxy
wcsh-ntxcl01.tgna.tegna.com,443,wcsh-ntxcl01
wcsh6.com,443,wcsh6.com
weareiowa.com,443,weareiowa.com
web1.tgna.tegna.com,443,web1
wentz.tgna.tegna.com,443,wentz
wfaa-bccs01.tgna.tegna.com,443,wfaa-bccs01
wfaa-enps-web.tgna.tegna.com,443,wfaa-enps-web
wfaa-mediaproxy.tgna.tegna.com,443,wfaa-mediaproxy
wfaa-mp01.tgna.tegna.com,443,wfaa-mp01
wfaa-mp02.tgna.tegna.com,443,wfaa-mp02
wfaa-mp03.tgna.tegna.com,443,wfaa-mp03
wfaa-ntxcl01.tgna.tegna.com,443,wfaa-ntxcl01
wfaa-oasis01,443,WFAA-OASIS01
wfaa-oasis01.tgna.tegna.com,443,wfaa-oasis01
WFAA-OASIS01.tgna.tegna.com,443,WFAA-OASIS01
wfaa.com,443,wfaa.com
wfmy-bccs01.tgna.tegna.com,443,wfmy-bccs01
wfmy-enps-web1.tgna.tegna.com,443,wfmy-enps-web1
wfmy-mp01.tgna.tegna.com,443,wfmy-mp01
wfmy-mp02.tgna.tegna.com,443,wfmy-mp02
wfmy-ntxcl01.tgna.tegna.com,443,wfmy-ntxcl01
wfmy-oas01.tgna.tegna.com,443,wfmy-oas01
wfmynews2.com,443,wfmynews2.com
wgrz-bccs01.tgna.tegna.com,443,wgrz-bccs01
wgrz-bcmp01.tgna.tegna.com,443,wgrz-bcmp01
wgrz-bcmp02.tgna.tegna.com,443,wgrz-bcmp02
wgrz-bcoasis01.tgna.tegna.com,443,wgrz-bcoasis01
WGRZ-BCOASIS01.tgna.tegna.com,443,WGRZ-BCOASIS01
wgrz-enpsmob.tgna.tegna.com,443,wgrz-enpsmob
wgrz-mediaproxy.tgna.tegna.com,443,wgrz-mediaproxy
wgrz-ntxcl01.tgna.tegna.com,443,wgrz-ntxcl01
wgrz.com,443,wgrz.com
whas-bccont01.tgna.tegna.com,443,whas-bccont01
whas-enps04.tgna.tegna.com,443,whas-enps04
whas-enps4.tgna.tegna.com,443,whas-enps4
whas-media1.tgna.tegna.com,443,whas-media1
whas-media2.tgna.tegna.com,443,whas-media2
whas-ntxcl01.tgna.tegna.com,443,whas-ntxcl01
whas-oas001.tgna.tegna.com,443,whas-oas001
whas11.com,443,whas11.com
whtr-create01.tgna.tegna.com,443,whtr-create01
wkyc-bces01.tgna.tegna.com,443,wkyc-bces01
wkyc-bcmedia01.tgna.tegna.com,443,wkyc-bcmedia01
wkyc-bcmedia02.tgna.tegna.com,443,wkyc-bcmedia02
wkyc-bcoasis01.tgna.tegna.com,443,wkyc-bcoasis01
WKYC-BCOASIS01.tgna.tegna.com,443,WKYC-BCOASIS01
WKYC-BCOASIS21.tgna.tegna.com,443,WKYC-BCOASIS21
wkyc-mediaproxy.tgna.tegna.com,443,wkyc-mediaproxy
wkyc-ntxcl01.tgna.tegna.com,443,wkyc-ntxcl01
wkyc.com,443,wkyc.com
wlbz-bces01.tgna.tegna.com,443,wlbz-bces01
wlbz-bcmedia01.tgna.tegna.com,443,wlbz-bcmedia01
wlbz-ntxcl01.tgna.tegna.com,443,wlbz-ntxcl01
wltx-bces01.tgna.tegna.com,443,wltx-bces01
wltx-bcmedia01.tgna.tegna.com,443,wltx-bcmedia01
wltx-bcmedia02.tgna.tegna.com,443,wltx-bcmedia02
wltx-bcoasis01.tgna.tegna.com,443,wltx-bcoasis01
WLTX-BCOASIS01.tgna.tegna.com,443,WLTX-BCOASIS01
wltx-mediaproxy.tgna.tegna.com,443,wltx-mediaproxy
wltx-ntxcl01.tgna.tegna.com,443,wltx-ntxcl01
wltx.com,443,wltx.com
wmaz-bcencode01.tgna.tegna.com,443,wmaz-bcencode01
wmaz-bcencode02.tgna.tegna.com,443,wmaz-bcencode02
wmaz-bces01.tgna.tegna.com,443,wmaz-bces01
wmaz-bcoasis01.tgna.tegna.com,443,wmaz-bcoasis01
WMAZ-BCOASIS01.tgna.tegna.com,443,WMAZ-BCOASIS01
wmaz-bcplay01.tgna.tegna.com,443,wmaz-bcplay01
wmaz-bcplay02.tgna.tegna.com,443,wmaz-bcplay02
wmaz-enpsmobile.tgna.tegna.com,443,wmaz-enpsmobile
wmaz-mediaproxy.tgna.tegna.com,443,wmaz-mediaproxy
wmaz-ntxcl01.tgna.tegna.com,443,wmaz-ntxcl01
wnep-bccs01.tgna.tegna.com,443,wnep-bccs01
wnep-mediaproxy.tgna.tegna.com,443,wnep-mediaproxy
wnep-mp01.tgna.tegna.com,443,wnep-mp01
wnep-mp02.tgna.tegna.com,443,wnep-mp02
wnep-ntxcl01.tgna.tegna.com,443,wnep-ntxcl01
wnep-oasis01.tgna.tegna.com,443,wnep-oasis01
WNEP-OASIS01.tgna.tegna.com,443,WNEP-OASIS01
wnep.com,443,wnep.com
wo-brkapp01.tgna.tegna.com,443,wo-brkapp01
wo-brkapp02.tgna.tegna.com,443,wo-brkapp02
woad-tb21.tgna.tegna.com,443,woad-tb21
woanalytics.tgna.tegna.com,443,woanalytics
woap-tb01.tgna.tegna.com,443,woap-tb01
woi-bccs01.tgna.tegna.com,443,woi-bccs01
woi-bccs02.tgna.tegna.com,443,woi-bccs02
woi-bcmp01.tgna.tegna.com,443,woi-bcmp01
woi-bcmp02.tgna.tegna.com,443,woi-bcmp02
woi-ntxcl01.tgna.tegna.com,443,woi-ntxcl01
woi-oas01.tgna.tegna.com,443,woi-oas01
womd-brkapp01.tgna.tegna.com,443,womd-brkapp01
womd-brkapp02.tgna.tegna.com,443,womd-brkapp02
wpmt-bccs01.tgna.tegna.com,443,wpmt-bccs01
wpmt-mp01.tgna.tegna.com,443,wpmt-mp01
wpmt-mp02.tgna.tegna.com,443,wpmt-mp02
wpmt-ntxcl01.tgna.tegna.com,443,wpmt-ntxcl01
wpmt-oasis01.tgna.tegna.com,443,wpmt-oasis01
WPMT-OASIS01.tgna.tegna.com,443,WPMT-OASIS01
wqad-bccs01.tgna.tegna.com,443,wqad-bccs01
wqad-mediaproxy.tgna.tegna.com,443,wqad-mediaproxy
wqad-mp01.tgna.tegna.com,443,wqad-mp01
wqad-mp02.tgna.tegna.com,443,wqad-mp02
wqad-ntxcl01.tgna.tegna.com,443,wqad-ntxcl01
wqad-oasis01.tgna.tegna.com,443,wqad-oasis01
WQAD-OASIS01.tgna.tegna.com,443,WQAD-OASIS01
wqad.com,443,wqad.com
wthr-bccs01.tgna.tegna.com,443,wthr-bccs01
wthr-bcmpoint01.tgna.tegna.com,443,wthr-bcmpoint01
wthr-bcmpoint02.tgna.tegna.com,443,wthr-bcmpoint02
wthr-create01.tgna.tegna.com,443,wthr-create01
wthr-enps-mbl.tgna.tegna.com,443,wthr-enps-mbl
wthr-mediaproxy.tgna.tegna.com,443,wthr-mediaproxy
wthr-ntxcl01.tgna.tegna.com,443,wthr-ntxcl01
wthr-oasis01.tgna.tegna.com,443,wthr-oasis01
WTHR-OASIS01.tgna.tegna.com,443,WTHR-OASIS01
wthr.com,443,wthr.com
wtic-bccs01.tgna.tegna.com,443,wtic-bccs01
wtic-mediaproxy.tgna.tegna.com,443,wtic-mediaproxy
wtic-mp01.tgna.tegna.com,443,wtic-mp01
wtic-mp02.tgna.tegna.com,443,wtic-mp02
wtic-ntxcl01.tgna.tegna.com,443,wtic-ntxcl01
wtic-oasis01.tgna.tegna.com,443,wtic-oasis01
WTIC-OASIS01.tgna.tegna.com,443,WTIC-OASIS01
wtlv-bcencode01.tgna.tegna.com,443,wtlv-bcencode01
wtlv-bcencode02.tgna.tegna.com,443,wtlv-bcencode02
wtlv-bces01.tgna.tegna.com,443,wtlv-bces01
wtlv-bcoasis01.tgna.tegna.com,443,wtlv-bcoasis01
WTLV-BCOASIS01.tgna.tegna.com,443,WTLV-BCOASIS01
wtlv-enpsmobile.tgna.tegna.com,443,wtlv-enpsmobile
wtlv-ntxcl01.tgna.tegna.com,443,wtlv-ntxcl01
wtol-bccs01.tgna.tegna.com,443,wtol-bccs01
wtol-bcmpoint01.tgna.tegna.com,443,wtol-bcmpoint01
wtol-bcmpoint02.tgna.tegna.com,443,wtol-bcmpoint02
wtol-mediaproxy.tgna.tegna.com,443,wtol-mediaproxy
wtol-ntxcl01.tgna.tegna.com,443,wtol-ntxcl01
wtol-oasis01.tgna.tegna.com,443,wtol-oasis01
